job_id,recruiter_id,company_id,company_name,job_title,category,industry,employment_type,experience_level,work_mode,city,state,country,experience_min_years,experience_max_years,salary_min,salary_max,salary_period,currency,salary_min_lpa,salary_max_lpa,skills_required,education,openings,benefits,job_description,posted_date,application_deadline,status,applicants_count,views_count,featured
JOB00550,REC0064,CMP026,Freshbasket Co,Senior Warehouse Operations Manager,Operations,E-commerce & Retail,Full-time,Senior,Hybrid,Chennai,Tamil Nadu,India,6,9,950000,1450000,Per Year,INR,9.5,14.5,WMS|Team Management|Inventory Control|Safety Compliance|Lean,BBA,2,Health Insurance|Learning & Development Budget|Annual Retreat|Stock Options (ESOPs)|Paid Time Off,"Freshbasket Co is hiring a Senior Warehouse Operations Manager for its Chennai team (hybrid). As a leading player in E-commerce & Retail, we are looking for a motivated professional; 6-9 years of relevant experience. Key responsibilities: (1) Design, build and maintain solutions related to WMS and Team Management. (2) Collaborate with cross-functional teams to deliver high-quality outcomes on schedule. (3) Contribute to documentation, code/process reviews and knowledge sharing. (4) Apply Inventory Control best practices and continuously improve existing processes. Requirements: hands-on knowledge of WMS, Team Management, Inventory Control, Safety Compliance. Willingness to learn new technologies.",2026-08-31,2026-11-07,Active,63,378,True
JOB00551,REC0018,CMP007,Datastream Solutions Pvt Ltd,Senior Site Reliability Engineer,DevOps & Cloud,Information Technology,Full-time,Senior,Hybrid,Hyderabad,Telangana,India,6,10,1900000,2550000,Per Year,INR,19.0,25.5,Prometheus|Grafana|Kubernetes|Python|Incident Management,B.E/B.Tech,2,Paid Time Off|Work From Home Allowance|Referral Bonus|Relocation Assistance|Performance Bonus,"Datastream Solutions Pvt Ltd is hiring a Senior Site Reliability Engineer for its Hyderabad team (hybrid). As a leading player in Information Technology, we are looking for a motivated professional; 6-10 years of relevant experience. Key responsibilities: (1) Contribute to documentation, code/process reviews and knowledge sharing. (2) Collaborate with cross-functional teams to deliver high-quality outcomes on schedule. (3) Design, build and maintain solutions related to Prometheus and Grafana. (4) Own deliverables end-to-end and communicate progress to stakeholders. Requirements: hands-on knowledge of Prometheus, Grafana, Kubernetes, Python. Strong communication skills.",2026-09-08,2026-10-11,Active,22,242,False
JOB00552,REC0096,CMP039,SteelCraft Industries Pvt Ltd,Lead Electrical Engineer,Engineering,Manufacturing & Automotive,Full-time,Lead,Hybrid,Chennai,Tamil Nadu,India,9,11,2200000,2900000,Per Year,INR,22.0,29.0,PLC|SCADA|AutoCAD Electrical|Panel Design|Testing,MCA,1,Relocation Assistance|Performance Bonus|Annual Retreat|Paid Time Off,"SteelCraft Industries Pvt Ltd is hiring a Lead Electrical Engineer for its Chennai team (hybrid). As a leading player in Manufacturing & Automotive, we are looking for a motivated professional; 9-11 years of relevant experience. Key responsibilities: (1) Own deliverables end-to-end and communicate progress to stakeholders. (2) Collaborate with cross-functional teams to deliver high-quality outcomes on schedule. (3) Design, build and maintain solutions related to PLC and SCADA. (4) Contribute to documentation, code/process reviews and knowledge sharing. Requirements: hands-on knowledge of PLC, SCADA, AutoCAD Electrical, Panel Design. Willingness to learn new technologies.",2026-08-14,2026-09-22,Active,75,750,False
JOB00553,REC0121,CMP049,Airwave Telecom Pvt Ltd,Junior Social Media Manager,Marketing,Media & Telecom,Full-time,Junior,On-site,Delhi,Delhi,India,1,4,650000,850000,Per Year,INR,6.5,8.5,Content Calendar|Analytics|Canva|Community Management|Copywriting,Any Graduate,10,Flexible Hours|Health Insurance|Work From Home Allowance|Relocation Assistance|Stock Options (ESOPs)|Learning & Development Budget,"Airwave Telecom Pvt Ltd is hiring a Junior Social Media Manager for its Delhi team (on-site). As a leading player in Media & Telecom, we are looking for a motivated professional; 1-4 years of relevant experience. Key responsibilities: (1) Contribute to documentation, code/process reviews and knowledge sharing. (2) Own deliverables end-to-end and communicate progress to stakeholders. (3) Design, build and maintain solutions related to Content Calendar and Analytics. (4) Apply Canva best practices and continuously improve existing processes. Requirements: hands-on knowledge of Content Calendar, Analytics, Canva, Community Management. Team player with ownership mindset.",2026-08-12,2026-09-13,Closed,270,2430,False
JOB00554,REC0011,CMP005,Codeloom Ltd,Data Engineer,Data & Analytics,Information Technology,Full-time,Mid-Level,On-site,Pune,Maharashtra,India,3,6,1150000,1550000,Per Year,INR,11.5,15.5,Spark|Airflow|SQL|Python|Snowflake,M.Tech,10,Health Insurance|Annual Retreat|Meal Coupons|Learning & Development Budget|Flexible Hours,"Codeloom Ltd is hiring a Data Engineer for its Pune team (on-site). As a leading player in Information Technology, we are looking for a motivated professional; 3-6 years of relevant experience. Key responsibilities: (1) Collaborate with cross-functional teams to deliver high-quality outcomes on schedule. (2) Own deliverables end-to-end and communicate progress to stakeholders. (3) Contribute to documentation, code/process reviews and knowledge sharing. (4) Apply SQL best practices and continuously improve existing processes. Requirements: hands-on knowledge of Spark, Airflow, SQL, Python. Team player with ownership mindset.",2026-08-25,2026-10-19,Active,85,680,False
JOB00555,REC0080,CMP032,CareSphere Technologies Pvt Ltd,Clinical Research Associate Intern,Clinical,Healthcare & Pharma,Internship,Fresher,Hybrid,Noida,Uttar Pradesh,India,0,0,10000,18000,Per Month,INR,,,GCP|Clinical Trials|Regulatory Docs|Monitoring|MS Office,MBA,8,Flexible Hours|Stock Options (ESOPs)|Relocation Assistance|Paid Time Off,"CareSphere Technologies Pvt Ltd is hiring a Clinical Research Associate Intern for its Noida team (hybrid). As a leading player in Healthcare & Pharma, we are looking for a motivated professional; freshers are welcome to apply. Key responsibilities: (1) Contribute to documentation, code/process reviews and knowledge sharing. (2) Apply Regulatory Docs best practices and continuously improve existing processes. (3) Collaborate with cross-functional teams to deliver high-quality outcomes on schedule. (4) Design, build and maintain solutions related to GCP and Clinical Trials. Requirements: hands-on knowledge of GCP, Clinical Trials, Regulatory Docs, Monitoring. Good analytical and problem-solving abilities.",2026-09-05,2026-11-23,Active,118,1652,False
JOB00556,REC0040,CMP016,Lumina Bank Solutions Pvt Ltd,Junior Financial Analyst,Finance,Fintech & Banking,Full-time,Junior,On-site,Gurugram,Haryana,India,1,5,700000,950000,Per Year,INR,7.0,9.5,Financial Modeling|Excel|Forecasting|Power BI|Accounting,B.Sc,3,Relocation Assistance|Flexible Hours|Learning & Development Budget|Performance Bonus,"Lumina Bank Solutions Pvt Ltd is hiring a Junior Financial Analyst for its Gurugram team (on-site). As a leading player in Fintech & Banking, we are looking for a motivated professional; 1-5 years of relevant experience. Key responsibilities: (1) Apply Forecasting best practices and continuously improve existing processes. (2) Contribute to documentation, code/process reviews and knowledge sharing. (3) Collaborate with cross-functional teams to deliver high-quality outcomes on schedule. (4) Own deliverables end-to-end and communicate progress to stakeholders. Requirements: hands-on knowledge of Financial Modeling, Excel, Forecasting, Power BI. Ability to work in a fast-paced environment.",2026-08-14,2026-10-05,Active,274,1644,False
JOB00557,REC0007,CMP003,Cloudnine Labs Pvt Ltd,Junior Data Engineer,Data & Analytics,Information Technology,Full-time,Junior,Remote,Bengaluru,Karnataka,India,1,5,1000000,1450000,Per Year,INR,10.0,14.5,Spark|Airflow|SQL|Python|Snowflake,B.E/B.Tech,5,Gym Membership|Health Insurance|Relocation Assistance|Work From Home Allowance|Paid Time Off,"Cloudnine Labs Pvt Ltd is hiring a Junior Data Engineer for its Bengaluru team (remote). As a leading player in Information Technology, we are looking for a motivated professional; 1-5 years of relevant experience. Key responsibilities: (1) Own deliverables end-to-end and communicate progress to stakeholders. (2) Design, build and maintain solutions related to Spark and Airflow. (3) Apply SQL best practices and continuously improve existing processes. (4) Collaborate with cross-functional teams to deliver high-quality outcomes on schedule. Requirements: hands-on knowledge of Spark, Airflow, SQL, Python. Team player with ownership mindset.",2026-09-13,2026-11-28,Active,22,220,False
JOB00558,REC0067,CMP027,MediCore Ltd,Healthcare Data Analyst Intern,Data & Analytics,Healthcare & Pharma,Internship,Fresher,Hybrid,Bengaluru,Karnataka,India,0,0,10000,18000,Per Month,INR,,,SQL|Python|Healthcare Analytics|Tableau|EMR Systems,B.E/B.Tech,2,Relocation Assistance|Flexible Hours|Stock Options (ESOPs)|Learning & Development Budget|Work From Home Allowance,"MediCore Ltd is hiring a Healthcare Data Analyst Intern for its Bengaluru team (hybrid). As a leading player in Healthcare & Pharma, we are looking for a motivated professional; freshers are welcome to apply. Key responsibilities: (1) Own deliverables end-to-end and communicate progress to stakeholders. (2) Apply Healthcare Analytics best practices and continuously improve existing processes. (3) Contribute to documentation, code/process reviews and knowledge sharing. (4) Collaborate with cross-functional teams to deliver high-quality outcomes on schedule. Requirements: hands-on knowledge of SQL, Python, Healthcare Analytics, Tableau. Ability to work in a fast-paced environment.",2026-08-23,2026-11-02,Active,128,1152,False
JOB00559,REC0016,CMP007,Datastream Solutions Pvt Ltd,Junior Product Manager,Product,Information Technology,Full-time,Junior,On-site,Bengaluru,Karnataka,India,1,5,1450000,2050000,Per Year,INR,14.5,20.5,Roadmapping|Agile|Analytics|Stakeholder Management|JIRA,B.Sc,10,Health Insurance|Relocation Assistance|Flexible Hours|Gym Membership|Paid Time Off,"Datastream Solutions Pvt Ltd is hiring a Junior Product Manager for its Bengaluru team (on-site). As a leading player in Information Technology, we are looking for a motivated professional; 1-5 years of relevant experience. Key responsibilities: (1) Own deliverables end-to-end and communicate progress to stakeholders. (2) Collaborate with cross-functional teams to deliver high-quality outcomes on schedule. (3) Apply Analytics best practices and continuously improve existing processes. (4) Design, build and maintain solutions related to Roadmapping and Agile. Requirements: hands-on knowledge of Roadmapping, Agile, Analytics, Stakeholder Management. Ability to work in a fast-paced environment.",2026-09-05,2026-10-26,Active,45,360,False
JOB00560,REC0062,CMP025,TrendNest India Pvt Ltd,Junior Digital Marketing Manager,Marketing,E-commerce & Retail,Full-time,Junior,On-site,Kolkata,West Bengal,India,1,5,700000,950000,Per Year,INR,7.0,9.5,SEO|Google Ads|Meta Ads|Analytics|Content Strategy,BBA,10,Referral Bonus|Relocation Assistance|Work From Home Allowance|Performance Bonus|Paid Time Off|Health Insurance,"TrendNest India Pvt Ltd is hiring a Junior Digital Marketing Manager for its Kolkata team (on-site). As a leading player in E-commerce & Retail, we are looking for a motivated professional; 1-5 years of relevant experience. Key responsibilities: (1) Design, build and maintain solutions related to SEO and Google Ads. (2) Own deliverables end-to-end and communicate progress to stakeholders. (3) Apply Meta Ads best practices and continuously improve existing processes. (4) Collaborate with cross-functional teams to deliver high-quality outcomes on schedule. Requirements: hands-on knowledge of SEO, Google Ads, Meta Ads, Analytics. Strong communication skills.",2026-08-12,2026-09-11,Closed,228,2964,False
JOB00561,REC0057,CMP024,Urbankart Ltd,Junior Supply Chain Analyst,Operations,E-commerce & Retail,Full-time,Junior,On-site,Hyderabad,Telangana,India,1,5,600000,800000,Per Year,INR,6.0,8.0,Logistics|SAP|Excel|Inventory Planning|Forecasting,B.Com,1,Stock Options (ESOPs)|Referral Bonus|Meal Coupons|Performance Bonus|Learning & Development Budget|Relocation Assistance,"Urbankart Ltd is hiring a Junior Supply Chain Analyst for its Hyderabad team (on-site). As a leading player in E-commerce & Retail, we are looking for a motivated professional; 1-5 years of relevant experience. Key responsibilities: (1) Own deliverables end-to-end and communicate progress to stakeholders. (2) Apply Excel best practices and continuously improve existing processes. (3) Design, build and maintain solutions related to Logistics and SAP. (4) Collaborate with cross-functional teams to deliver high-quality outcomes on schedule. Requirements: hands-on knowledge of Logistics, SAP, Excel, Inventory Planning. Team player with ownership mindset.",2026-08-15,2026-10-15,Active,254,2794,False
JOB00562,REC0032,CMP013,Finova Solutions Pvt Ltd,Junior Relationship Manager,Sales,Fintech & Banking,Full-time,Junior,On-site,Noida,Uttar Pradesh,India,1,4,550000,750000,Per Year,INR,5.5,7.5,Banking Products|Client Relations|Cross-selling|KYC|Communication,MBA,3,Meal Coupons|Performance Bonus|Flexible Hours|Gym Membership|Relocation Assistance|Health Insurance,"Finova Solutions Pvt Ltd is hiring a Junior Relationship Manager for its Noida team (on-site). As a leading player in Fintech & Banking, we are looking for a motivated professional; 1-4 years of relevant experience. Key responsibilities: (1) Apply Cross-selling best practices and continuously improve existing processes. (2) Design, build and maintain solutions related to Banking Products and Client Relations. (3) Own deliverables end-to-end and communicate progress to stakeholders. (4) Contribute to documentation, code/process reviews and knowledge sharing. Requirements: hands-on knowledge of Banking Products, Client Relations, Cross-selling, KYC. Ability to work in a fast-paced environment.",2026-08-26,2026-10-08,Active,144,864,False
JOB00563,REC0086,CMP035,Skillspring India Pvt Ltd,Frontend Developer Intern,Engineering,Education & EdTech,Internship,Fresher,Remote,Hyderabad,Telangana,India,0,0,25000,33000,Per Month,INR,,,React|TypeScript|Redux|CSS3|Jest,B.E/B.Tech,2,Paid Time Off|Health Insurance|Relocation Assistance|Work From Home Allowance|Flexible Hours,"Skillspring India Pvt Ltd is hiring a Frontend Developer Intern for its Hyderabad team (remote). As a leading player in Education & EdTech, we are looking for a motivated professional; freshers are welcome to apply. Key responsibilities: (1) Own deliverables end-to-end and communicate progress to stakeholders. (2) Apply Redux best practices and continuously improve existing processes. (3) Collaborate with cross-functional teams to deliver high-quality outcomes on schedule. (4) Contribute to documentation, code/process reviews and knowledge sharing. Requirements: hands-on knowledge of React, TypeScript, Redux, CSS3. Willingness to learn new technologies.",2026-08-18,2026-09-27,Active,400,5200,False
JOB00564,REC0063,CMP026,Freshbasket Co,Customer Support Executive,Support,E-commerce & Retail,Full-time,Mid-Level,On-site,Chennai,Tamil Nadu,India,3,7,700000,900000,Per Year,INR,7.0,9.0,Communication|CRM|Problem Solving|Zendesk|Empathy,Any Graduate,2,Learning & Development Budget|Annual Retreat|Work From Home Allowance,"Freshbasket Co is hiring a Customer Support Executive for its Chennai team (on-site). As a leading player in E-commerce & Retail, we are looking for a motivated professional; 3-7 years of relevant experience. Key responsibilities: (1) Contribute to documentation, code/process reviews and knowledge sharing. (2) Collaborate with cross-functional teams to deliver high-quality outcomes on schedule. (3) Apply Problem Solving best practices and continuously improve existing processes. (4) Design, build and maintain solutions related to Communication and CRM. Requirements: hands-on knowledge of Communication, CRM, Problem Solving, Zendesk. Strong communication skills.",2026-08-11,2026-10-09,Active,299,3887,True
JOB00565,REC0106,CMP043,Stratos Consulting Pvt Ltd,Lead HR Executive,Human Resources,Consulting & Services,Full-time,Lead,Hybrid,Kolkata,West Bengal,India,9,11,1450000,1850000,Per Year,INR,14.5,18.5,Recruitment|Onboarding|HRIS|Employee Engagement|Communication,B.E/B.Tech,3,Health Insurance|Meal Coupons|Work From Home Allowance|Annual Retreat,"Stratos Consulting Pvt Ltd is hiring a Lead HR Executive for its Kolkata team (hybrid). As a leading player in Consulting & Services, we are looking for a motivated professional; 9-11 years of relevant experience. Key responsibilities: (1) Apply HRIS best practices and continuously improve existing processes. (2) Design, build and maintain solutions related to Recruitment and Onboarding. (3) Collaborate with cross-functional teams to deliver high-quality outcomes on schedule. (4) Own deliverables end-to-end and communicate progress to stakeholders. Requirements: hands-on knowledge of Recruitment, Onboarding, HRIS, Employee Engagement. Ability to work in a fast-paced environment.",2026-08-09,2026-09-04,Closed,49,735,False
JOB00566,REC0080,CMP032,CareSphere Technologies Pvt Ltd,Junior Clinical Research Associate,Clinical,Healthcare & Pharma,Full-time,Junior,Hybrid,Noida,Uttar Pradesh,India,1,5,600000,800000,Per Year,INR,6.0,8.0,GCP|Clinical Trials|Regulatory Docs|Monitoring|MS Office,Any Graduate,20,Performance Bonus|Annual Retreat|Paid Time Off,"CareSphere Technologies Pvt Ltd is hiring a Junior Clinical Research Associate for its Noida team (hybrid). As a leading player in Healthcare & Pharma, we are looking for a motivated professional; 1-5 years of relevant experience. Key responsibilities: (1) Collaborate with cross-functional teams to deliver high-quality outcomes on schedule. (2) Apply Regulatory Docs best practices and continuously improve existing processes. (3) Contribute to documentation, code/process reviews and knowledge sharing. (4) Design, build and maintain solutions related to GCP and Clinical Trials. Requirements: hands-on knowledge of GCP, Clinical Trials, Regulatory Docs, Monitoring. Strong communication skills.",2026-08-07,2026-09-30,Active,112,784,False
JOB00567,REC0004,CMP002,Bytecraft Pvt Ltd,Senior Full Stack Developer,Engineering,Information Technology,Full-time,Senior,Hybrid,Bengaluru,Karnataka,India,6,9,1750000,2500000,Per Year,INR,17.5,25.0,React|Node.js|MongoDB|REST APIs|Git,M.Tech,3,Flexible Hours|Learning & Development Budget|Annual Retreat,"Bytecraft Pvt Ltd is hiring a Senior Full Stack Developer for its Bengaluru team (hybrid). As a leading player in Information Technology, we are looking for a motivated professional; 6-9 years of relevant experience. Key responsibilities: (1) Apply MongoDB best practices and continuously improve existing processes. (2) Own deliverables end-to-end and communicate progress to stakeholders. (3) Collaborate with cross-functional teams to deliver high-quality outcomes on schedule. (4) Contribute to documentation, code/process reviews and knowledge sharing. Requirements: hands-on knowledge of React, Node.js, MongoDB, REST APIs. Willingness to learn new technologies.",2026-08-24,2026-10-12,Active,87,1044,False
JOB00568,REC0019,CMP008,Quantum Leap Solutions Pvt Ltd,Senior Data Scientist,Data & Analytics,Information Technology,Full-time,Senior,Hybrid,Pune,Maharashtra,India,6,8,1550000,2050000,Per Year,INR,15.5,20.5,Python|Machine Learning|Pandas|Statistics|TensorFlow,B.E/B.Tech,2,Flexible Hours|Meal Coupons|Gym Membership|Health Insurance|Performance Bonus,"Quantum Leap Solutions Pvt Ltd is hiring a Senior Data Scientist for its Pune team (hybrid). As a leading player in Information Technology, we are looking for a motivated professional; 6-8 years of relevant experience. Key responsibilities: (1) Contribute to documentation, code/process reviews and knowledge sharing. (2) Apply Pandas best practices and continuously improve existing processes. (3) Design, build and maintain solutions related to Python and Machine Learning. (4) Own deliverables end-to-end and communicate progress to stakeholders. Requirements: hands-on knowledge of Python, Machine Learning, Pandas, Statistics. Team player with ownership mindset.",2026-08-28,2026-10-14,Active,87,783,False
JOB00569,REC0046,CMP019,Trustwave Finance Ltd,Data Analyst,Data & Analytics,Fintech & Banking,Contract,Mid-Level,On-site,Noida,Uttar Pradesh,India,3,6,1250000,1900000,Per Year,INR,12.5,19.0,SQL|Python|Tableau|Statistics|Excel,B.E/B.Tech,8,Stock Options (ESOPs)|Meal Coupons|Flexible Hours,"Trustwave Finance Ltd is hiring a Data Analyst for its Noida team (on-site). As a leading player in Fintech & Banking, we are looking for a motivated professional; 3-6 years of relevant experience. Key responsibilities: (1) Design, build and maintain solutions related to SQL and Python. (2) Contribute to documentation, code/process reviews and knowledge sharing. (3) Apply Tableau best practices and continuously improve existing processes. (4) Collaborate with cross-functional teams to deliver high-quality outcomes on schedule. Requirements: hands-on knowledge of SQL, Python, Tableau, Statistics. Team player with ownership mindset.",2026-08-04,2026-10-17,Active,419,2514,False
JOB00570,REC0078,CMP032,CareSphere Technologies Pvt Ltd,Senior Regulatory Affairs Executive,Legal & Compliance,Healthcare & Pharma,Full-time,Senior,Remote,Noida,Uttar Pradesh,India,6,9,1300000,1750000,Per Year,INR,13.0,17.5,CDSCO|Dossier Preparation|Documentation|ICH Guidelines|Compliance,BBA,1,Annual Retreat|Learning & Development Budget|Health Insurance|Work From Home Allowance,"CareSphere Technologies Pvt Ltd is hiring a Senior Regulatory Affairs Executive for its Noida team (remote). As a leading player in Healthcare & Pharma, we are looking for a motivated professional; 6-9 years of relevant experience. Key responsibilities: (1) Apply Documentation best practices and continuously improve existing processes. (2) Collaborate with cross-functional teams to deliver high-quality outcomes on schedule. (3) Own deliverables end-to-end and communicate progress to stakeholders. (4) Contribute to documentation, code/process reviews and knowledge sharing. Requirements: hands-on knowledge of CDSCO, Dossier Preparation, Documentation, ICH Guidelines. Good analytical and problem-solving abilities.",2026-09-14,2026-10-30,Active,36,468,False
JOB00571,REC0098,CMP040,Precision Works Pvt Ltd,Junior Quality Engineer,Quality Assurance,Manufacturing & Automotive,Full-time,Junior,Hybrid,Hyderabad,Telangana,India,1,5,600000,850000,Per Year,INR,6.0,8.5,ISO 9001|SPC|Root Cause Analysis|Audits|FMEA,MBA,10,Health Insurance|Performance Bonus|Annual Retreat|Relocation Assistance|Meal Coupons|Paid Time Off,"Precision Works Pvt Ltd is hiring a Junior Quality Engineer for its Hyderabad team (hybrid). As a leading player in Manufacturing & Automotive, we are looking for a motivated professional; 1-5 years of relevant experience. Key responsibilities: (1) Collaborate with cross-functional teams to deliver high-quality outcomes on schedule. (2) Apply Root Cause Analysis best practices and continuously improve existing processes. (3) Own deliverables end-to-end and communicate progress to stakeholders. (4) Contribute to documentation, code/process reviews and knowledge sharing. Requirements: hands-on knowledge of ISO 9001, SPC, Root Cause Analysis, Audits. Strong communication skills.",2026-09-09,2026-10-19,Active,27,324,False
JOB00572,REC0013,CMP006,Pixelforge Technologies Pvt Ltd,Junior Data Analyst,Data & Analytics,Information Technology,Full-time,Junior,Remote,Chennai,Tamil Nadu,India,1,4,850000,1150000,Per Year,INR,8.5,11.5,SQL|Power BI|Excel|Python|Tableau,B.E/B.Tech,5,Gym Membership|Performance Bonus|Work From Home Allowance,"Pixelforge Technologies Pvt Ltd is hiring a Junior Data Analyst for its Chennai team (remote). As a leading player in Information Technology, we are looking for a motivated professional; 1-4 years of relevant experience. Key responsibilities: (1) Own deliverables end-to-end and communicate progress to stakeholders. (2) Apply Excel best practices and continuously improve existing processes. (3) Collaborate with cross-functional teams to deliver high-quality outcomes on schedule. (4) Design, build and maintain solutions related to SQL and Power BI. Requirements: hands-on knowledge of SQL, Power BI, Excel, Python. Strong communication skills.",2026-08-23,2026-09-23,Active,358,3222,True
JOB00573,REC0091,CMP037,Gurukul Digital India Pvt Ltd,Content Writer,Content,Education & EdTech,Full-time,Fresher,On-site,Pune,Maharashtra,India,0,1,300000,450000,Per Year,INR,3.0,4.5,Content Writing|SEO|Research|Editing|WordPress,B.Com,5,Gym Membership|Paid Time Off|Referral Bonus|Learning & Development Budget|Annual Retreat,"Gurukul Digital India Pvt Ltd is hiring a Content Writer for its Pune team (on-site). As a leading player in Education & EdTech, we are looking for a motivated professional; freshers are welcome to apply. Key responsibilities: (1) Own deliverables end-to-end and communicate progress to stakeholders. (2) Apply Research best practices and continuously improve existing processes. (3) Contribute to documentation, code/process reviews and knowledge sharing. (4) Collaborate with cross-functional teams to deliver high-quality outcomes on schedule. Requirements: hands-on knowledge of Content Writing, SEO, Research, Editing. Team player with ownership mindset.",2026-09-13,2026-11-22,Active,40,360,False
JOB00574,REC0101,CMP041,VoltEdge Mobility Ltd,Junior EV Battery Engineer,Engineering,Manufacturing & Automotive,Contract,Junior,Hybrid,Bengaluru,Karnataka,India,1,3,800000,1000000,Per Year,INR,8.0,10.0,Battery Systems|BMS|MATLAB|Thermal Management|Testing,B.E/B.Tech,15,Flexible Hours|Gym Membership|Health Insurance|Meal Coupons,"VoltEdge Mobility Ltd is hiring a Junior EV Battery Engineer for its Bengaluru team (hybrid). As a leading player in Manufacturing & Automotive, we are looking for a motivated professional; 1-3 years of relevant experience. Key responsibilities: (1) Contribute to documentation, code/process reviews and knowledge sharing. (2) Own deliverables end-to-end and communicate progress to stakeholders. (3) Collaborate with cross-functional teams to deliver high-quality outcomes on schedule. (4) Apply MATLAB best practices and continuously improve existing processes. Requirements: hands-on knowledge of Battery Systems, BMS, MATLAB, Thermal Management. Good analytical and problem-solving abilities.",2026-08-26,2026-10-17,Active,103,721,False
JOB00575,REC0042,CMP017,Ledgerly Pvt Ltd,Senior Java Backend Engineer,Engineering,Fintech & Banking,Full-time,Senior,Hybrid,Bengaluru,Karnataka,India,6,8,1550000,2100000,Per Year,INR,15.5,21.0,Java|Spring Boot|Microservices|Kafka|Payments,MCA,20,Stock Options (ESOPs)|Work From Home Allowance|Performance Bonus,"Ledgerly Pvt Ltd is hiring a Senior Java Backend Engineer for its Bengaluru team (hybrid). As a leading player in Fintech & Banking, we are looking for a motivated professional; 6-8 years of relevant experience. Key responsibilities: (1) Contribute to documentation, code/process reviews and knowledge sharing. (2) Own deliverables end-to-end and communicate progress to stakeholders. (3) Design, build and maintain solutions related to Java and Spring Boot. (4) Collaborate with cross-functional teams to deliver high-quality outcomes on schedule. Requirements: hands-on knowledge of Java, Spring Boot, Microservices, Kafka. Willingness to learn new technologies.",2026-09-04,2026-11-05,Active,61,915,False
JOB00576,REC0103,CMP042,Mechano Systems Technologies Pvt Ltd,Embedded Systems Engineer Intern,Engineering,Manufacturing & Automotive,Internship,Fresher,On-site,Gurugram,Haryana,India,0,0,15000,25000,Per Month,INR,,,C|C++|RTOS|CAN Protocol|Microcontrollers,M.Tech,20,Performance Bonus|Paid Time Off|Referral Bonus|Annual Retreat|Flexible Hours,"Mechano Systems Technologies Pvt Ltd is hiring a Embedded Systems Engineer Intern for its Gurugram team (on-site). As a leading player in Manufacturing & Automotive, we are looking for a motivated professional; freshers are welcome to apply. Key responsibilities: (1) Apply RTOS best practices and continuously improve existing processes. (2) Design, build and maintain solutions related to C and C++. (3) Contribute to documentation, code/process reviews and knowledge sharing. (4) Own deliverables end-to-end and communicate progress to stakeholders. Requirements: hands-on knowledge of C, C++, RTOS, CAN Protocol. Good analytical and problem-solving abilities.",2026-08-22,2026-10-23,Active,220,2860,False
JOB00577,REC0033,CMP013,Finova Solutions Pvt Ltd,Senior Financial Analyst,Finance,Fintech & Banking,Contract,Senior,On-site,Bengaluru,Karnataka,India,6,8,1100000,1500000,Per Year,INR,11.0,15.0,Financial Modeling|Excel|Forecasting|Power BI|Accounting,Any Graduate,3,Paid Time Off|Referral Bonus|Flexible Hours|Health Insurance,"Finova Solutions Pvt Ltd is hiring a Senior Financial Analyst for its Bengaluru team (on-site). As a leading player in Fintech & Banking, we are looking for a motivated professional; 6-8 years of relevant experience. Key responsibilities: (1) Apply Forecasting best practices and continuously improve existing processes. (2) Contribute to documentation, code/process reviews and knowledge sharing. (3) Design, build and maintain solutions related to Financial Modeling and Excel. (4) Own deliverables end-to-end and communicate progress to stakeholders. Requirements: hands-on knowledge of Financial Modeling, Excel, Forecasting, Power BI. Willingness to learn new technologies.",2026-08-15,2026-09-16,Closed,120,960,False
JOB00578,REC0051,CMP021,ShopSphere India Pvt Ltd,Junior Business Analyst,Business,E-commerce & Retail,Full-time,Junior,Remote,Kolkata,West Bengal,India,1,5,900000,1100000,Per Year,INR,9.0,11.0,SQL|Excel|Requirement Gathering|Power BI|Stakeholder Management,Any Graduate,1,Health Insurance|Relocation Assistance|Referral Bonus|Learning & Development Budget|Annual Retreat|Paid Time Off,"ShopSphere India Pvt Ltd is hiring a Junior Business Analyst for its Kolkata team (remote). As a leading player in E-commerce & Retail, we are looking for a motivated professional; 1-5 years of relevant experience. Key responsibilities: (1) Contribute to documentation, code/process reviews and knowledge sharing. (2) Apply Requirement Gathering best practices and continuously improve existing processes. (3) Collaborate with cross-functional teams to deliver high-quality outcomes on schedule. (4) Own deliverables end-to-end and communicate progress to stakeholders. Requirements: hands-on knowledge of SQL, Excel, Requirement Gathering, Power BI. Willingness to learn new technologies.",2026-09-05,2026-10-23,Active,198,1584,False
JOB00579,REC0017,CMP007,Datastream Solutions Pvt Ltd,Machine Learning Engineer,Data & Analytics,Information Technology,Full-time,Mid-Level,On-site,Pune,Maharashtra,India,3,7,1550000,2000000,Per Year,INR,15.5,20.0,PyTorch|MLOps|Python|Docker|Scikit-learn,M.Tech,1,Work From Home Allowance|Paid Time Off|Meal Coupons|Performance Bonus,"Datastream Solutions Pvt Ltd is hiring a Machine Learning Engineer for its Pune team (on-site). As a leading player in Information Technology, we are looking for a motivated professional; 3-7 years of relevant experience. Key responsibilities: (1) Collaborate with cross-functional teams to deliver high-quality outcomes on schedule. (2) Contribute to documentation, code/process reviews and knowledge sharing. (3) Design, build and maintain solutions related to PyTorch and MLOps. (4) Own deliverables end-to-end and communicate progress to stakeholders. Requirements: hands-on knowledge of PyTorch, MLOps, Python, Docker. Ability to work in a fast-paced environment.",2026-09-19,2026-10-30,Active,5,70,False
